Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES
2002-10-14,40.10641098022461,9.4746732711792,,3.0499999523162837,11.182165145874023,2.3960092067718506,11.23005199432373,3.9300000667572017,17.837730407714844,1.1501318216323853
2002-10-15,41.532264709472656,9.66075325012207,,3.5,12.901906967163086,2.5005791187286377,11.473535537719727,4.199999809265137,18.174470901489254,0.9846450090408324
2002-10-16,40.888973236083984,9.522834777832033,,3.470000028610229,12.323515892028807,2.3982830047607417,11.026322364807127,3.490000009536743,17.888551712036133,0.7860612869262695
2002-10-17,41.47588348388672,9.67607593536377,,3.4600000381469727,12.948177337646484,2.5096724033355717,11.39403247833252,4.329999923706056,16.551130294799805,0.8688044548034668
2002-10-18,41.552154541015625,9.632293701171877,,3.5199999809265137,13.071566581726074,2.519901752471924,11.831305503845215,4.400000095367432,16.964109420776367,1.0673885345458984
2002-10-21,42.77571868896485,9.555671691894533,,3.539999961853028,13.318346977233887,2.7017619609832764,12.377900123596193,5.550000190734863,17.281793594360348,1.125308632850647
2002-10-22,42.70609664916992,9.369595527648926,,3.5699999332427983,13.102415084838867,2.261887788772583,11.935654640197756,5.320000171661377,17.15472412109375,1.1335833072662354
2002-10-23,42.895111083984375,9.448405265808104,,4.230000019073486,13.495716094970705,2.311899185180664,12.248706817626953,5.8499999046325675,17.218254089355472,1.1087602376937866
2002-10-24,41.69143295288086,9.292975425720217,,3.859999895095825,13.2566499710083,2.236881732940674,12.243736267089846,5.920000076293945,17.259553909301758,1.0591142177581787
2002-10-25,42.35461044311523,9.43089199066162,,3.990000009536743,13.588257789611815,2.1709578037261963,11.801492691040039,6.0900001525878915,17.142009735107422,0.9763706922531128
2002-10-28,41.57205581665039,9.321432113647461,,3.759999990463257,13.457159042358398,2.070934295654297,11.667327880859375,6.110000133514403,17.056241989135742,1.0177425146102903
2002-10-29,41.69805145263672,9.166004180908203,,3.7999999523162837,12.917327880859375,2.06979775428772,11.274772644042967,5.829999923706055,16.932344436645508,1.0260169506072998
2002-10-30,42.22198486328125,9.218544006347656,,3.829999923706055,12.809366226196287,2.309625625610352,11.751801490783693,6.320000171661378,16.916461944580078,1.0508400201797483
2002-10-31,42.09264755249024,9.166004180908203,,3.900000095367432,13.017581939697266,2.3300855159759517,11.746831893920898,6.139999866485597,17.011762619018555,1.4645564556121826
2002-11-01,42.46072387695313,9.135354995727539,,4.0,13.033008575439453,2.3982830047607417,12.159263610839846,6.510000228881836,16.694086074829098,1.6383172273635864
2002-11-04,42.54363250732422,9.209789276123047,,3.829999923706055,13.033008575439453,2.4744367599487305,13.60525608062744,6.730000019073486,16.694086074829098,1.5307508707046509
2002-11-05,42.7226791381836,9.51188850402832,,3.740000009536743,12.655126571655273,2.4517042636871342,12.830084800720215,6.800000190734862,16.719501495361328,1.663140058517456
2002-11-06,43.26982879638672,9.971611976623537,,3.809999942779541,13.063855171203613,2.574459791183472,12.959280014038086,7.230000019073486,16.58289909362793,1.8948214054107664
2002-11-07,42.64311218261719,9.993502616882324,,3.839999914169312,13.495716094970705,2.457387208938598,12.710827827453613,6.820000171661378,16.53524398803711,1.588671088218689
